order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
28328,41996,prior,50,1,8,5
28331,1130,prior,28,2,10,1
28334,60208,prior,2,6,15,6
28336,59293,prior,12,0,15,0
28337,8742,prior,18,5,11,1
28338,48827,train,10,1,10,30
28340,47046,prior,17,0,17,7
28346,60272,prior,28,0,8,6
28348,25284,prior,10,5,17,3
28349,3375,prior,26,3,13,4
28353,48201,prior,12,0,14,1
28355,48047,prior,4,5,16,30
28356,26427,prior,8,0,14,24
28357,30349,prior,49,0,13,5
28359,52489,prior,48,2,8,1
28368,18920,prior,2,0,18,30
28369,20626,test,4,0,13,8
28374,14789,prior,2,4,20,6
28375,885,prior,20,0,20,12
28376,29809,prior,8,3,11,30
28377,8365,prior,45,4,5,3
28378,9307,prior,10,3,9,30
28383,40590,prior,11,1,9,3
28384,62159,prior,1,4,20,
28387,14620,prior,4,1,17,1
28388,63050,prior,12,0,18,3
28389,60769,prior,21,3,16,17
28396,271,prior,14,4,14,30
28397,24560,prior,9,0,15,4
28401,18357,prior,4,5,20,12
28402,20126,prior,43,1,14,1
28406,44769,prior,49,2,17,1
28407,52679,prior,5,6,9,30
28409,31836,prior,1,0,20,
28410,54925,prior,1,2,15,
28415,46931,prior,6,6,21,30
28418,6605,prior,1,1,9,
28425,5156,prior,11,0,14,19
28431,17972,prior,1,6,9,
28433,16475,prior,5,2,11,8
28438,17394,prior,24,1,13,21
28439,29537,prior,13,2,8,4
28440,49744,prior,28,3,13,22
28442,33863,prior,50,3,19,4
28447,30466,prior,4,5,17,6
28453,49123,train,5,0,14,11
28454,24765,prior,27,0,14,30
28455,61147,prior,6,6,14,8
28456,54320,prior,12,0,13,21
28458,41380,prior,31,1,16,6
28463,34366,prior,9,2,20,14
28466,17038,prior,7,0,15,7
28471,50457,prior,12,5,10,7
28474,3534,prior,1,1,12,
28475,59958,prior,7,2,18,16
28476,14814,prior,18,3,21,0
28479,41119,prior,9,2,12,16
28480,6545,prior,1,3,10,
28487,3417,prior,22,3,16,3
28490,37822,prior,1,0,7,
28494,14974,prior,3,2,12,6
28498,58421,prior,14,0,9,8
28507,17493,prior,52,1,12,3
28517,138,prior,13,6,14,7
28524,50471,prior,41,2,15,2
28527,31258,prior,3,6,16,10
28528,24087,prior,1,5,19,
28534,10241,prior,7,4,11,6
28537,39351,prior,1,4,14,
28539,12855,prior,8,2,6,7
28541,32617,prior,56,4,7,5
28546,42307,prior,7,2,8,10
28554,21008,prior,20,0,14,5
28556,6588,prior,6,3,11,30
28557,4477,prior,8,2,21,10
28566,30949,prior,17,6,11,7
28572,16908,prior,49,3,16,11
28574,61942,prior,11,5,12,11
28577,25230,prior,3,1,13,17
28578,23840,prior,4,2,12,5
28588,57226,prior,37,0,10,4
28590,7513,prior,14,5,7,6
28591,46760,prior,14,3,18,8
28597,19242,prior,36,6,14,5
28602,48321,prior,24,3,10,9
28604,44509,prior,5,0,13,7
28611,25872,prior,20,3,14,7
28612,57895,prior,17,5,14,12
28617,27851,prior,1,5,15,
28620,26005,prior,16,1,16,7
28624,52694,prior,30,2,9,18
28629,52948,prior,18,6,12,9
28630,10915,prior,24,5,17,9
28635,2175,prior,18,2,13,0
28636,8977,prior,1,1,16,
28646,3209,prior,7,2,18,30
28648,48308,prior,4,2,9,2
28650,56138,prior,1,5,0,
28652,28273,prior,7,1,9,30
28663,25242,prior,17,2,8,8
28665,54700,prior,2,5,8,30
28667,26022,prior,14,3,14,7
28670,1683,prior,31,2,15,2
28672,60852,prior,5,6,18,14
28675,17179,prior,2,3,11,30
28678,35433,prior,12,1,8,28
28679,35590,prior,31,4,16,18
28680,40818,prior,5,6,16,6
28682,56261,prior,19,6,10,15
28685,8939,prior,23,4,20,5
28691,58611,prior,14,3,10,14
28692,6436,prior,10,0,10,30
28693,35584,prior,6,0,20,14
28696,2068,train,13,3,22,8
28697,49877,prior,18,3,12,30
28700,5914,prior,13,1,12,30
28703,21571,prior,1,0,18,
28704,13958,prior,60,1,9,14
28705,1140,prior,4,3,11,14
28707,20578,test,5,1,14,13
28709,15647,prior,10,6,16,7
28710,40079,test,5,6,14,30
28714,17974,prior,52,3,15,2
28721,13554,prior,2,1,11,5
28724,6817,prior,10,5,13,4
28726,43608,prior,4,6,7,6
28728,34483,prior,11,0,13,2
28729,58173,prior,3,6,15,8
28730,58465,prior,6,3,19,18
28738,57071,prior,46,3,12,10
28749,59859,prior,1,1,13,
28750,15855,prior,14,3,10,1
28753,61984,prior,3,1,15,30
28755,34197,prior,16,6,13,2
28757,37598,prior,5,0,10,30
28760,61179,prior,7,0,14,9
28765,4610,prior,28,0,10,6
28769,25159,prior,20,1,10,6
28770,42865,prior,4,3,15,17
28772,22112,prior,23,3,9,10
28773,36407,prior,2,6,3,30
28775,9710,prior,10,4,10,5
28782,28084,prior,17,5,13,8
28785,55336,prior,59,2,14,1
28790,13240,prior,3,6,1,13
28791,1549,prior,23,2,19,3
28800,11750,train,8,3,11,30
28805,38494,prior,78,6,11,3
28807,36471,prior,62,5,15,2
28810,2117,prior,12,3,9,7
28811,8741,prior,11,5,14,8
28815,53299,prior,5,3,18,21
28819,22955,prior,5,1,11,11
28821,16546,prior,7,3,11,5
28822,37633,prior,4,0,16,7
28826,41466,prior,9,2,19,6
28831,44734,prior,15,3,9,30
28837,47029,prior,44,0,13,7
28838,4218,prior,23,4,11,14
28840,23027,prior,3,0,14,8
28844,6690,prior,2,2,21,30
28848,55027,prior,3,0,15,29
28850,28656,prior,7,2,13,15
28855,61580,prior,1,4,13,
28861,7744,prior,32,2,18,2
28868,19253,prior,15,4,11,7
28871,32274,prior,24,2,18,3
28873,59523,test,6,0,16,30
28875,32726,prior,27,2,10,13
28876,19367,prior,11,5,11,4
28886,18506,prior,14,0,16,4
28891,20966,prior,41,6,15,16
28893,34766,prior,8,6,8,7
28897,21253,prior,64,3,18,1
28899,21619,prior,26,0,13,7
28900,8728,prior,1,1,8,
28909,41457,prior,46,5,13,2
28914,34016,prior,2,1,19,2
28916,12450,prior,8,1,14,16
28921,51195,prior,3,4,19,11
28922,9049,prior,55,1,14,3
28926,15286,test,8,5,16,6
28927,8687,prior,2,0,14,5
28933,56878,prior,13,0,16,7
28940,35741,prior,14,5,16,14
28944,2201,prior,6,6,15,16
28945,52440,prior,19,3,8,2
28949,48469,prior,56,2,12,4
28956,42959,train,25,0,9,7
28957,47038,prior,80,4,13,2
28960,57153,prior,33,3,14,7
28964,16283,prior,4,5,10,13
28965,35276,prior,8,6,17,30
28968,23099,prior,21,1,15,13
28971,34022,prior,4,6,14,16
28973,42422,prior,1,3,13,
28975,56159,prior,4,2,15,30
28978,20115,prior,1,3,9,
28981,15000,prior,17,1,14,5
28986,59103,test,7,6,14,4
28987,2175,prior,14,6,17,7
28989,48660,prior,14,1,22,12
28992,37555,prior,4,6,18,11
28993,46255,prior,18,6,16,4
28994,21987,prior,44,1,21,4
28997,4703,prior,28,4,19,19
28999,21313,prior,63,5,18,3
29000,62941,prior,6,0,10,30
29004,34921,prior,22,0,11,16
29009,56185,prior,7,1,14,1
29011,59879,prior,9,2,22,3
29016,8737,prior,35,1,9,1
29018,48993,prior,5,3,20,9
29019,2825,prior,22,0,11,13
29022,6539,prior,2,1,19,17
29025,36972,prior,56,0,10,6
29026,26846,prior,5,3,12,30
29032,62820,prior,4,2,18,8
29037,4362,prior,24,3,10,11
29038,19456,prior,19,0,13,10
29039,48806,train,15,6,15,11
29040,57629,prior,17,6,9,20
29042,2399,prior,29,0,18,5
29044,30448,prior,23,5,14,3
29046,23053,prior,19,5,14,7
29047,16998,prior,29,4,23,3
29053,54471,prior,18,5,15,4
29057,28330,prior,14,0,11,5
29062,51448,prior,2,2,8,2
29063,61657,prior,4,2,15,30
29065,51315,prior,4,6,18,26
29076,17919,prior,8,1,8,7
29083,42855,prior,7,3,8,30
29087,32032,prior,1,1,8,
29089,26877,prior,4,6,22,30
29090,7618,prior,35,5,18,6
29091,22440,prior,44,5,14,2
29095,35767,prior,9,0,15,7
29097,20451,prior,65,2,13,2
29103,12982,prior,10,1,10,16
29105,57202,prior,24,0,10,6
29106,49980,prior,20,3,11,4
29112,53948,prior,46,1,7,6
29113,46733,train,4,0,10,30
29115,27430,prior,61,3,22,7
29120,16892,prior,4,3,17,19
29121,33350,prior,9,1,15,14
29127,1899,prior,10,4,18,9
29129,32666,prior,21,4,18,4
29135,56697,prior,28,4,19,12
29137,7185,prior,52,3,8,23
29141,23172,prior,9,0,13,30
29144,48046,prior,3,0,19,30
29145,39091,prior,8,0,16,22
29146,5032,prior,10,3,12,30
29153,1862,prior,41,3,18,7
29157,38937,prior,2,6,19,7
29158,24712,prior,3,1,9,2
29159,38462,prior,16,5,18,3
29165,58440,prior,5,0,9,13
29170,50024,prior,78,1,9,4
29171,257,prior,16,1,0,6
29172,24297,prior,3,5,17,14
29174,39707,prior,10,4,8,5
29176,15221,prior,78,2,14,1
29178,18544,prior,16,4,11,30
29180,15462,prior,7,2,12,30
29181,32766,prior,37,2,12,8
29189,29091,prior,4,1,13,6
29192,57806,prior,40,2,8,15
29195,30764,prior,17,3,14,11
29199,34466,prior,51,0,8,3
29200,36088,prior,9,1,13,11
29202,17776,prior,44,3,8,7
29207,51515,prior,71,4,18,4
29217,40644,prior,26,0,17,6
29225,60341,train,71,5,13,2
29227,27469,prior,19,2,11,8
29229,21905,prior,10,0,16,12
29231,18376,prior,2,3,16,0
29233,14173,prior,7,0,21,14
29240,37764,prior,3,1,10,2
29244,55709,prior,16,6,15,4
29246,58679,prior,19,2,13,9
29249,14243,prior,14,6,15,1
29251,41500,prior,8,4,19,7
29253,13906,prior,13,0,12,10
29257,52578,prior,4,6,11,4
29260,48745,prior,31,4,9,4
29261,2337,prior,2,3,17,30
29266,62654,prior,7,1,10,10
29267,14197,prior,4,2,7,7
29269,8650,prior,3,0,16,23
29275,45093,prior,28,2,14,1
29278,22983,prior,22,1,13,21
29280,20231,prior,2,0,11,14
29283,36148,test,5,6,11,30
29286,4758,prior,16,2,19,4
29301,62133,prior,71,5,11,9
29303,36260,prior,4,3,18,30
29309,24349,prior,3,6,7,30
29312,31048,prior,3,4,18,7
29313,37883,prior,6,0,16,16
29315,38275,prior,13,3,15,24
29318,45352,prior,11,2,10,4
29319,16386,prior,7,5,14,20
29320,35793,prior,12,1,10,20
29321,3377,prior,34,1,17,2
29325,54709,prior,28,1,18,22
29330,28831,prior,89,1,14,4
29331,44907,prior,3,2,18,30
29334,30345,prior,6,3,10,30
29340,25939,prior,2,4,14,5
29341,45033,prior,7,0,14,7
29342,14868,prior,29,3,11,1
29345,32985,prior,29,2,8,3
29346,45932,prior,1,6,15,
29349,45885,prior,3,4,14,11
29352,32034,prior,13,3,17,0
29355,14495,prior,15,0,12,6
29360,61006,prior,6,1,17,30
29361,45670,train,64,4,14,4
29365,17099,prior,10,1,17,30
29367,32883,prior,36,1,14,7
29368,14631,prior,9,5,10,10
29370,5583,prior,24,3,19,17
29382,58096,prior,21,5,12,23
29390,32863,prior,59,5,19,4
29391,39453,prior,31,1,14,4
29392,42671,prior,14,5,8,19
29394,35546,prior,15,1,13,5
29396,21964,prior,6,0,23,25
29400,35620,prior,11,6,12,13
29409,898,prior,28,5,8,2
29411,56670,prior,10,6,0,14
29412,29479,prior,14,1,11,7
29414,19543,prior,7,1,8,9
29415,22498,prior,51,0,16,7
29416,2075,prior,4,5,13,1
29419,48787,prior,28,5,10,5
29426,3677,prior,4,6,13,8
29431,52029,prior,32,4,20,6
29434,28811,prior,3,3,15,8
29436,57704,prior,29,0,15,1
29439,35302,prior,5,4,15,30
29441,9141,prior,67,2,9,3
29443,43502,prior,37,3,10,6
29444,27789,prior,35,3,17,3
29447,9781,prior,5,6,14,30
29452,16001,prior,5,1,22,6
29458,53414,prior,13,0,14,8
29460,59712,prior,53,1,18,1
29461,15574,prior,4,4,7,10
29465,46160,prior,17,3,13,30
29467,3582,prior,3,2,21,13
29470,29863,prior,3,4,12,16
29473,51680,prior,4,4,18,21
29479,26841,prior,15,2,15,2
29480,52385,prior,44,3,15,9
29482,60303,prior,12,2,17,1
29484,33626,prior,34,1,23,4
29486,586,train,5,5,18,26
29490,21435,prior,18,6,16,14
29494,18332,prior,19,6,11,6
29497,51345,prior,16,4,14,0
29500,23777,prior,10,6,19,9
29505,11198,prior,3,6,7,4
29507,9910,prior,60,5,14,2
29508,14579,prior,12,3,6,19
29509,19605,prior,25,1,13,22
29511,59647,test,9,6,18,23
29513,24143,prior,13,6,9,5
29514,11769,prior,10,3,7,2
29522,22786,train,14,0,9,30
29530,2514,prior,34,6,14,19
29531,30597,prior,7,2,7,20
29536,6158,prior,8,2,19,9
29537,16538,prior,27,4,13,0
29538,62425,prior,14,2,9,11
29539,59782,prior,10,1,0,8
29546,26553,prior,1,1,10,
29548,7251,prior,4,2,10,30
29550,56703,prior,6,6,15,7
29553,26081,prior,5,5,16,6
29555,53766,prior,1,0,15,
29560,47413,prior,4,0,21,6
29562,4281,prior,32,3,9,1
29568,30400,prior,1,5,9,
29572,42435,prior,2,4,17,6
29576,4006,prior,6,3,14,0
29582,32687,prior,2,3,16,4
29583,27439,prior,3,1,15,2
29584,3789,prior,11,0,19,10
29587,25322,prior,59,2,13,3
29588,35254,prior,3,3,9,8
29589,11309,prior,17,1,10,9
29590,26364,prior,11,2,14,30
29599,1930,prior,14,3,8,2
29601,49595,train,6,5,12,30
29603,17540,prior,19,0,16,6
29605,6517,prior,7,2,18,4
29608,44704,prior,5,5,10,30
29625,17713,prior,1,0,15,
29630,3961,prior,7,4,21,30
29631,14742,prior,39,4,17,2
29633,46324,prior,15,6,12,9
29637,39535,prior,1,3,13,
29642,36612,prior,19,5,0,8
29643,62729,prior,14,3,18,2
29644,51432,prior,23,6,17,3
29645,9208,prior,13,0,9,15
29648,35697,test,6,1,11,30
29650,56127,prior,1,6,11,
29656,60693,prior,8,5,13,6
29660,26890,prior,16,5,9,30
29663,47395,prior,9,3,12,30
29664,55445,prior,30,1,10,12
29665,60332,prior,30,5,11,7
29667,682,prior,15,2,22,6
29669,46792,prior,64,4,13,1
29672,17911,prior,19,3,16,2
29678,48916,prior,4,4,8,10
29679,22457,prior,16,4,19,4
29682,15249,prior,3,0,13,10
29683,22177,prior,3,6,9,30
29686,16504,prior,2,4,9,3
29689,37987,prior,17,0,20,9
29692,42508,train,41,5,12,4
29693,26378,prior,9,2,23,0
29696,57247,prior,1,3,13,
29697,5258,prior,23,4,8,11
29699,33503,prior,22,2,13,6
29700,51069,prior,23,1,13,1
29711,19007,prior,12,2,13,2
29723,42600,prior,11,0,7,8
29726,28539,prior,13,4,16,23
29728,40278,prior,74,0,19,1
29731,19276,prior,23,6,8,1
29734,27983,prior,27,2,9,2
29738,48345,prior,8,3,10,9
29739,35022,prior,10,3,11,30
29746,11598,prior,2,0,14,30
29749,51874,prior,11,1,13,14
29750,27930,train,7,6,19,0
29758,67,prior,19,0,14,9
29761,54711,prior,3,1,16,9
29769,60628,prior,19,5,9,3
29771,56843,prior,43,3,15,7
29772,19241,prior,32,4,23,30
29775,19241,prior,29,1,9,0
29776,11040,prior,12,3,6,28
29777,26297,prior,5,5,8,8
29779,42567,prior,2,2,16,6
29783,21535,prior,43,4,12,2
29784,53663,prior,15,1,13,4
29789,18008,prior,8,1,17,21
29798,29479,prior,9,1,10,7
29800,24924,prior,3,6,21,7
29801,48994,prior,5,6,9,2
29809,26130,prior,3,1,9,6
29811,51609,prior,1,2,17,
29812,18812,prior,12,5,12,2
29815,36464,prior,83,1,13,3
29820,12599,prior,10,4,16,14
29827,42127,prior,2,2,7,20
29829,22742,prior,14,5,10,4
29831,15510,prior,8,5,19,3
29834,12044,test,56,3,11,8
29844,29704,train,4,4,10,17
29845,10713,prior,32,3,12,7
29846,50442,prior,54,1,13,4
29851,16869,prior,8,0,12,4
29852,11776,prior,5,6,12,7
29853,49373,prior,17,0,7,10
29855,17908,prior,3,0,13,11
29856,43974,prior,2,0,9,30
29857,46535,prior,24,5,15,23
29858,36479,prior,49,6,17,7
29859,3612,prior,4,1,14,6
29861,58248,prior,9,3,12,24
29863,13266,prior,12,0,18,17
29866,23446,prior,43,0,10,4
29871,38721,prior,41,3,8,4
29875,30310,prior,6,0,8,8
29879,61488,train,4,5,12,11
29881,41612,prior,5,6,0,30
29885,28163,prior,5,0,17,30
29888,56188,prior,1,2,15,
29892,47287,prior,1,3,19,
29896,14809,prior,7,6,10,7
29902,70,prior,13,2,17,30
29903,19747,prior,16,6,15,6
29912,24458,prior,6,1,20,10
29921,248,prior,48,4,12,3
29923,53487,prior,16,2,19,8
29924,33996,test,4,5,12,30
29926,1022,prior,63,5,18,2
29928,33818,prior,38,4,19,6
29929,9595,prior,6,3,18,30
29930,60034,prior,8,0,16,14
29936,12886,prior,1,3,19,
29937,2399,prior,45,6,15,6
29939,4066,prior,3,4,18,12
29943,45842,prior,7,0,17,15
29944,39235,prior,2,4,21,30
29945,55543,prior,12,6,18,5
29947,21177,prior,3,0,11,15
29948,48021,prior,13,0,16,13
29950,16680,prior,47,5,9,2
29956,4207,prior,2,0,8,21
29973,36696,test,8,0,17,8
29974,33433,prior,1,2,15,
29975,6665,prior,1,3,9,
29976,56318,prior,21,3,18,1
29980,21191,prior,22,0,15,8
29983,489,train,8,1,0,30
29984,35490,prior,45,5,21,6
29990,53432,test,8,4,18,18
29992,33634,test,27,0,12,30
29994,35546,prior,5,3,17,1
29998,6177,prior,4,2,16,16
30000,48875,prior,6,6,15,30
30006,37054,prior,2,5,9,10
30012,9252,prior,11,4,10,25
30016,11159,test,12,3,12,2
30017,63014,prior,8,5,12,5
30018,17239,prior,9,0,11,29
30024,32355,prior,5,3,16,10
30025,25186,prior,39,4,8,7
30028,57702,prior,22,3,11,7
30031,20200,prior,12,2,0,17
30032,44970,prior,18,1,14,12
30035,56833,prior,27,0,16,3
30036,59732,prior,14,3,17,0
30038,51585,prior,1,1,18,
30044,28546,prior,1,1,20,
30045,15023,prior,14,4,23,17
30050,39611,prior,4,1,9,10
30056,28404,prior,27,5,14,0
30057,223,prior,28,1,9,7
30058,23846,prior,3,0,10,7
30060,48335,prior,42,2,15,3
30063,40849,prior,6,0,17,13
30064,13400,prior,12,5,16,6
30069,18022,train,17,0,14,18
30075,34340,prior,47,2,16,0
30076,39221,prior,49,3,17,0
30083,24114,prior,27,6,7,18
30084,28193,prior,6,3,15,5
30086,37394,prior,6,0,12,10
30087,59892,prior,20,6,12,7
30088,46646,prior,6,6,17,30
30096,25824,prior,13,6,10,30
30100,25956,prior,7,1,13,7
30102,39661,prior,8,0,8,21
30114,50871,prior,14,2,16,10
30115,5449,prior,89,6,23,10
30116,27977,prior,24,1,11,7
30118,17121,prior,12,4,18,9
30124,18458,prior,5,1,21,18
30126,3974,prior,46,6,18,8
30128,43056,prior,11,0,18,1
30129,60975,prior,5,6,10,8
30131,45839,prior,24,4,17,7
30132,13811,prior,6,0,17,21
30136,27907,prior,65,0,14,4
30144,36714,prior,9,5,8,15
30149,13313,prior,3,0,17,11
30156,55392,prior,9,2,20,10
30159,57593,prior,17,6,15,5
30162,11315,prior,38,2,8,16
30170,22761,prior,33,5,14,4
30173,59333,prior,96,5,11,0
30174,3273,prior,14,0,13,7
30183,54939,prior,4,1,8,30
30184,25284,prior,65,2,12,4
30185,46992,prior,11,6,17,0
30189,24096,prior,55,2,17,4
30190,55831,prior,55,3,11,3
30191,25503,prior,31,6,12,11
30195,41000,prior,3,1,13,6
30199,17049,prior,6,0,9,30
30200,7100,train,18,1,12,23
30202,18968,test,14,5,13,12
30203,10370,prior,22,6,14,19
30205,30822,prior,32,6,12,6
30210,29887,prior,1,3,14,
30211,41624,prior,1,0,23,
30215,56992,prior,19,4,12,5
30219,28917,prior,12,6,19,22
30220,51952,prior,49,1,11,7
30222,11236,prior,43,0,8,3
30224,22351,prior,4,2,17,30
30228,18435,prior,2,4,21,3
30231,56164,prior,12,0,23,15
30234,36292,prior,14,5,16,12
30237,57586,prior,6,6,11,9
30239,3617,train,27,1,14,19
30242,44679,train,10,3,11,30
30244,2868,prior,2,4,23,4
30245,51359,prior,19,1,17,7
30246,42877,prior,1,2,13,
30250,5076,prior,8,5,3,15
30251,15479,prior,9,2,10,9
30253,39785,prior,3,4,11,7
30254,28707,prior,5,3,18,3
30255,39697,prior,4,2,9,13
30257,38461,prior,8,3,17,30
30260,34205,prior,2,1,6,19
30265,5392,prior,33,3,12,2
30266,31317,prior,13,5,6,16
30267,49334,prior,24,5,5,23
30268,39267,train,4,3,14,30
30272,21588,prior,16,2,12,4
30284,30562,test,26,5,13,14
30288,46629,prior,22,5,11,6
30291,3579,prior,36,1,8,3
30292,28756,prior,18,2,19,7
30294,51885,train,11,1,14,30
30296,12785,prior,22,0,22,7
30297,49371,prior,13,5,12,3
30301,23738,prior,30,4,21,9
30302,20040,prior,5,2,18,30
30304,31690,prior,3,4,9,9
30307,58181,test,4,5,18,4
30312,21026,prior,7,4,14,2
30313,21341,prior,23,0,12,7
30316,58809,prior,10,2,15,10
30320,52652,prior,30,5,8,6
30336,23537,prior,9,5,10,14
30345,11179,prior,2,0,0,12
30346,24609,prior,40,5,15,3
30347,60426,train,4,1,15,14
30352,13749,prior,11,6,19,4
30353,10743,prior,21,4,9,6
30357,36134,prior,21,5,8,14
30359,32883,prior,26,2,14,8
30363,46402,prior,13,2,12,8
30370,9301,prior,1,4,15,
30375,23588,prior,16,2,16,1
30380,18443,prior,3,2,13,3
30383,41996,prior,91,1,13,0
30386,21757,prior,30,0,22,19
30387,38929,prior,10,4,15,15
30391,44374,prior,16,6,21,30
30392,15418,prior,3,0,10,10
30397,44678,prior,18,0,11,7
30399,56697,prior,7,0,12,8
30400,23765,prior,6,3,12,30
30401,41548,prior,82,1,10,7
30402,11964,prior,15,4,13,2
30423,29223,prior,3,6,13,13
30428,30365,prior,3,1,19,14
30431,39878,prior,13,4,16,8
30432,6456,prior,18,3,10,6
30435,33936,prior,2,1,10,30
30438,54330,prior,50,0,17,4
30440,26005,prior,34,6,13,1
30442,38494,prior,86,3,12,4
30443,5806,prior,7,0,23,0
30450,59399,prior,34,4,10,15
30455,6012,prior,37,1,16,8
30457,46906,prior,14,5,16,30
30458,60270,prior,15,5,18,12
30464,54304,prior,24,1,15,8
30466,23611,prior,3,0,16,1
30471,17740,prior,44,0,15,4
30472,39910,prior,1,5,10,
30474,27755,prior,45,2,16,8
30475,25903,prior,24,6,12,5
30478,45126,prior,3,2,7,17
30479,40330,prior,3,5,12,4
30481,40481,train,21,4,13,18
30483,33270,prior,20,2,14,8
30484,48226,prior,20,1,10,22
30487,6696,prior,20,5,12,30
30489,34638,prior,25,2,11,3
30496,24526,prior,6,1,11,5
30498,36756,prior,32,5,9,7
30501,14416,prior,18,4,13,9
30502,22826,prior,2,3,16,20
30508,33187,prior,25,4,9,6
30517,4724,prior,18,3,15,6
30523,6693,prior,41,1,13,26
30526,8530,prior,3,5,7,5
30528,49538,prior,6,5,23,9
30536,53124,prior,1,5,18,
30538,22582,prior,21,1,13,7
30543,39980,prior,6,1,14,30
30545,14240,prior,25,4,15,25
30546,9426,prior,2,1,7,15
30551,49883,prior,10,5,9,6
30553,26027,prior,9,1,9,25
30558,9294,prior,4,2,11,7
30568,54927,prior,23,4,18,4
30572,25104,prior,6,3,19,29
30573,55950,prior,19,6,13,9
30575,46303,prior,29,3,15,2
30576,30283,prior,9,5,11,8
30577,19528,prior,93,3,15,7
30583,18570,prior,6,3,9,30
30585,45378,prior,10,3,16,11
30587,46893,prior,6,0,14,19
30590,54892,prior,4,2,15,30
30594,58460,prior,7,0,10,23
30595,37945,prior,9,1,10,7
30598,21357,prior,1,2,15,
30599,35616,prior,9,4,23,5
30601,21005,prior,10,0,13,1
30607,40501,prior,19,6,16,4
30608,33610,prior,43,6,19,2
30610,31364,prior,24,1,13,3
30614,14100,train,11,2,8,30
30615,40856,train,13,6,17,30
30616,62549,prior,31,6,13,6
30618,13330,prior,17,4,14,2
30620,24303,prior,1,0,11,
30621,6080,prior,10,1,15,30
30623,15460,train,11,0,13,17
30626,60796,prior,12,4,19,14
30632,33263,prior,9,0,21,5
30633,21234,prior,53,2,18,4
30636,41659,prior,7,2,10,7
30637,39555,prior,11,1,13,3
30638,34703,prior,32,5,13,12
30644,50534,prior,23,3,6,2
30646,39416,prior,5,6,17,30
30647,48768,train,8,0,10,7
30649,16887,prior,20,5,15,10
30654,57511,prior,2,5,17,8
30659,5303,prior,11,4,14,3
30664,6647,prior,25,1,20,8
30665,21840,prior,31,2,18,3
30669,39433,prior,36,6,17,7
30673,39801,prior,29,2,14,8
30674,885,prior,19,2,23,8
30678,39713,prior,34,3,8,6
30679,26303,prior,6,3,12,9
30686,44523,prior,8,2,9,20
30687,24189,prior,19,5,8,3
30692,11888,prior,17,4,9,4
30694,6072,prior,11,1,9,8
30695,60851,prior,16,0,18,5
30697,55090,prior,42,4,12,16
30698,7761,prior,11,2,6,19
30699,39146,prior,1,3,11,
30700,47513,prior,35,3,14,18
30704,46202,prior,72,6,12,5
30705,46509,prior,2,1,9,15
30707,39105,prior,6,4,16,30
30709,32268,prior,44,0,17,4
30712,61924,prior,2,5,12,30
30714,12182,prior,7,1,10,14
30721,262,prior,44,3,13,2
30723,43942,prior,17,2,18,5
30731,22836,prior,55,1,17,8
30735,24330,prior,7,0,14,10
30738,57603,prior,14,4,8,15
30739,1755,train,23,0,12,10
30741,13136,prior,5,3,13,30
30745,60859,prior,20,5,9,12
30748,48364,prior,25,5,18,3
30750,19186,prior,26,1,16,0
30753,61419,prior,12,3,12,3
30763,36247,prior,20,0,15,4
30765,27565,prior,5,5,10,17
30770,62239,prior,6,2,7,3
30771,49108,prior,1,0,10,
30777,50587,prior,2,4,12,3
30778,46019,prior,39,2,16,7
30785,36464,prior,5,4,21,14
30786,38643,prior,24,1,14,0
30787,39985,test,10,0,9,30
30790,62703,prior,3,0,9,20
30791,28439,prior,1,3,8,
30798,51646,prior,49,3,12,6
30799,26977,prior,15,2,9,10
30803,13516,prior,5,4,8,9
30807,45959,prior,18,3,10,2
30808,29843,prior,25,6,13,3
30815,20911,prior,37,4,11,4
30817,25902,prior,21,5,12,7
30823,2989,prior,24,2,14,11
30826,2330,prior,4,4,12,30
30831,60086,prior,32,0,19,2
30832,51541,prior,19,3,7,9
30836,22802,prior,50,4,17,2
30842,57546,prior,49,2,20,8
30843,21309,prior,1,0,14,
30846,25956,prior,60,5,8,2
30848,57043,prior,1,2,22,
30849,56351,prior,10,1,16,6
30855,176,prior,2,1,12,21
30856,15545,prior,4,3,11,6
30860,32334,prior,35,0,10,2
30862,3140,prior,7,6,20,7
30867,32590,prior,12,5,12,4
30875,51378,prior,21,0,18,6
30881,42545,prior,11,2,10,5
30883,60018,prior,4,5,12,10
30884,34219,prior,9,4,20,2
30888,53274,prior,5,1,14,12
30890,13373,prior,8,1,17,21
30893,26106,prior,35,2,16,1
30896,24602,prior,3,1,19,30
30899,26848,prior,3,5,10,12
30903,59524,prior,2,6,12,21
30904,47511,prior,31,3,11,2
30905,42526,prior,52,2,14,8
30906,31760,prior,65,6,10,5
30910,58636,prior,1,6,14,
30918,25312,prior,3,3,11,6
30923,2053,prior,5,6,9,4
30925,19071,prior,1,4,19,
30926,49642,prior,60,0,20,7
30934,31691,prior,11,5,14,13
30935,62210,prior,21,2,12,7
30939,6643,prior,1,0,19,
30949,39157,prior,8,2,14,8
30959,38892,train,23,4,13,27
30961,39773,prior,8,0,14,12
30962,51748,prior,6,2,9,10
30965,43385,prior,39,3,15,7
30968,58328,prior,17,0,14,7
30969,53392,prior,17,4,9,7
30970,37106,prior,16,5,11,3
30971,27608,prior,74,3,9,1
30985,14400,prior,17,3,13,6
